"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations","ParentWord","ParentPinyin","Zhuyin"
"現實","xiànshí","","5","reality","actuality, real, actual, realistic, pragmatic, materialistic, self-interested","","","ㄒㄧㄢˋ　ㄕˊ"
"現象","xiànxiàng","","5","appearance","phenomenon, CL:個|个[ge4],種|种[zhong3]","","","ㄒㄧㄢˋ　ㄒㄧㄤˋ"
"限","xiàn","","5","limit","bound, to set a limit (on)","限制","xiànzhì","ㄒㄧㄢˋ　ㄓˋ"
"制","zhì","","5","to manufacture","to make","限制","xiànzhì","ㄒㄧㄢˋ　ㄓˋ"
"限制","xiànzhì","","5","to restrict","to limit, to confine, restriction, limit, CL:個|个[ge4]","","","ㄒㄧㄢˋ　ㄓˋ"
"相當","xiāngdāng","","5","equivalent to","appropriate, considerably, to a certain extent, fairly, quite","","","ㄒㄧㄤ　ㄉㄤ"
"相對","xiāngduì","","5","relatively","opposite, to resist, to oppose, relative, vis-a-vis, counterpart","","","ㄒㄧㄤ　ㄉㄨㄟˋ"
"相反","xiāngfǎn","","5","opposite","contrary","","","ㄒㄧㄤ　ㄈㄢˇ"
"相關","xiāngguān","","5","related","relevant, pertinent, to be interrelated, (statistics) correlation","","","ㄒㄧㄤ　ㄍㄨㄢ"
"相同","xiāngtóng","","5","identical","same","","","ㄒㄧㄤ　ㄊㄨㄥˊ"
"箱子","xiāngzi","","5","suitcase","chest, box, case, trunk, CL:隻|只[zhi1],個|个[ge4]","","","ㄒㄧㄤ　˙ㄗ"
"香水","xiāngshuǐ","","5","perfume","cologne","","","ㄒㄧㄤ　ㄕㄨㄟˇ"
"詳","xiáng","","5","detailed","comprehensive","詳細","xiángxì","ㄒㄧㄤˊ　ㄒㄧˋ"
"詳細","xiángxì","","5","detailed","in detail, minute","","","ㄒㄧㄤˊ　ㄒㄧˋ"
"想到","xiǎngdào","","5","to think of","to call to mind, to anticipate","","","ㄒㄧㄤˇㄉㄠˋ"
"想法","xiǎngfǎ","","5","way of thinking","opinion, notion, to think of a way (to do sth), CL:個|个[ge4]","","","ㄒㄧㄤˇ　ㄈㄚˇ"
"想像","xiǎngxiàng","","5","to imagine","to conceive of, to visualize, imagination","","","ㄒㄧㄤˇ　ㄒㄧㄤˋ"
"項","xiàng","","5","back of neck","item, thing, term (in a mathematical formula), sum (of money), classifier for principles, items, clauses, tasks, research projects etc, surname Xiang","","","ㄒㄧㄤˋ"
"相機","xiàngjī","","5","at the opportune moment","as the circumstances allow, camera (abbr. for 照相機|照相机[zhao4 xiang4 ji1])","","","ㄒㄧㄤˋ　ㄐㄧ"
"相聲","xiàngshēng","","5","comic dialogue","sketch, crosstalk","","","ㄒㄧㄤˋ　ㄕㄥ"
"小吃","xiǎochī","","5","snack","refreshments, CL:家[jia1]","","","ㄒㄧㄠˇ　ㄔ"
"小朋友","xiǎopéngyǒu","","5","child","CL:個|个[ge4]","","","ㄒㄧㄠˇㄆㄥˊㄧㄡˇ"
"組","zǔ","","5","to form","to organize, group, team, classifier for sets, series, groups of people, batteries, surname Zu","小組","xiǎozǔ","ㄒㄧㄠˇ　ㄗㄨˇ"
"小組","xiǎozǔ","","5","group","","","","ㄒㄧㄠˇ　ㄗㄨˇ"
"效","xiào","","5","effect","efficacy, to imitate, variant of 效[xiao4]","效果","xiàoguǒ","ㄒㄧㄠˋ　ㄍㄨㄛˇ"
"效果","xiàoguǒ","","5","result","effect, quality, CL:個|个[ge4]","","","ㄒㄧㄠˋ　ㄍㄨㄛˇ"
"笑話","xiàohuà","","5","joke","jest, to laugh at, to mock, CL:個|个[ge4]","","","ㄒㄧㄠˋ　ㄏㄨㄚˋ"
"孝","xiào","","5","filial piety or obedience","mourning apparel","孝順","xiàoshùn","ㄒㄧㄠˋ　ㄕㄨㄣˋ"
"孝順","xiàoshùn","","5","filial piety","to be obedient to one's parents","","","ㄒㄧㄠˋ　ㄕㄨㄣˋ"
"協","xié","","5","to cooperate","to harmonize, to help, to assist, to join","協助","xiézhù","ㄒㄧㄝˊ　ㄓㄨˋ"
"協助","xiézhù","","5","to provide assistance","to aid","","","ㄒㄧㄝˊ　ㄓㄨˋ"
"心得","xīndé","","5","what one has learned (through experience, reading etc)","knowledge, insight, understanding, tips, CL:項|项[xiang4],個|个[ge4]","","","ㄒㄧㄣ　ㄉㄜˊ"
"心理","xīnlǐ","","5","mental","psychological","","","ㄒㄧㄣ　ㄌㄧˇ"
"心意","xīnyì","","5","regard","kindly feelings, intention","","","ㄒㄧㄣ　ㄧˋ"
"欣","xīn","","5","happy","","欣賞","xīnshǎng","ㄒㄧㄣ　ㄕㄤˇ"
"賞","shǎng","","5","to bestow (a reward)","to give (to an inferior), to hand down, a reward (bestowed by a superior), to appreciate (beauty)","欣賞","xīnshǎng","ㄒㄧㄣ　ㄕㄤˇ"
"欣賞","xīnshǎng","","5","to appreciate","to enjoy, to admire","","","ㄒㄧㄣ　ㄕㄤˇ"
"新生","xīnshēng","","5","new","newborn, emerging, nascent, rebirth, regeneration, new life, new student","","","ㄒㄧㄣ　ㄕㄥ"
"信箱","xìnxiāng","","5","mailbox","post office box","","","ㄒㄧㄣˋ　ㄒㄧㄤ"
"信心","xìnxīn","","5","confidence","faith (in sb or sth), CL:個|个[ge4]","","","ㄒㄧㄣˋ　ㄒㄧㄣ"
"奮","fèn","","5","to exert oneself (bound form)","","興奮","xīngfèn","ㄒㄧㄥ　ㄈㄣˋ"
"興奮","xīngfèn","","5","excited","excitement, (physiology) excitation","","","ㄒㄧㄥ　ㄈㄣˋ"
"行動","xíngdòng","","5","operation","action, to move, mobile, CL:個|个[ge4]","","","ㄒㄧㄥˊ　ㄉㄨㄥˋ"
"行為","xíngwéi","","5","action","conduct, behavior, activity","","","ㄒㄧㄥˊ　ㄨㄟˊ"
"形容","xíngróng","","5","to describe","description, appearance, look","","","ㄒㄧㄥˊ　ㄖㄨㄥˊ"
"醒","xǐng","","5","to wake up","to be awake, to become aware, to sober up, to come to","","","ㄒㄧㄥˇ"
"醒來","xǐnglái","","5","to waken","","","","ㄒㄧㄥˇㄌㄞˊ"
"性","xìng","","5","nature","character, property, quality, attribute, sexuality, sex, gender, suffix forming adjective from verb, suffix forming noun from adjective, corresponding to -ness or -ity, essence, CL:個|个[ge4]","性別","xìngbié","ㄒㄧㄥˋ　ㄅㄧㄝˊ"
"性別","xìngbié","","5","gender","sex, distinguishing between the sexes","","","ㄒㄧㄥˋ　ㄅㄧㄝˊ"
"性格","xìnggé","","5","nature","disposition, temperament, character, CL:個|个[ge4]","","","ㄒㄧㄥˋ　ㄍㄜˊ"
"幸好","xìnghǎo","","5","fortunately","","","","ㄒㄧㄥˋ　ㄏㄠˇ"
"虧","kuī","","5","deficiency","deficit, luckily, it's lucky that..., (often ironically) fancy that...","幸虧","xìngkuī","ㄒㄧㄥˋ　ㄎㄨㄟ"
"幸虧","xìngkuī","","5","fortunately","luckily","","","ㄒㄧㄥˋ　ㄎㄨㄟ"
"幸運","xìngyùn","","5","fortunate","lucky, fortune, luck","","","ㄒㄧㄥˋ　ㄩㄣˋ"
"兇","xiōng","","5","terrible","fearful, vicious, fierce, ominous, inauspicious, famine, variant of 兇|凶[xiong1]","","","ㄒㄩㄥ"
"兄","xiōng","","5","elder brother","","兄弟","xiōngdì","ㄒㄩㄥ　ㄉㄧˋ"
"兄弟","xiōngdì","","5","brothers","younger brother, I, me (humble term used by men in public speech), brotherly, fraternal, CL:個|个[ge4]","","","ㄒㄩㄥ　ㄉㄧˋ"
"熊","xióng","","5","bear","(coll.) to scold, to rebuke, (coll.) weak, incapable, surname Xiong","熊貓","xióngmāo","ㄒㄩㄥˊ　ㄇㄠ"
"熊貓","xióngmāo","","5","panda","CL:隻|只[zhi1]","","","ㄒㄩㄥˊ　ㄇㄠ"
"修","xiū","","5","dried meat","private teacher's remuneration, withered, variant of 修[xiu1]","","","ㄒㄧㄡ"
"修改","xiūgǎi","","5","to amend","to alter, to modify","","","ㄒㄧㄡ　ㄍㄞˇ"
"修理","xiūlǐ","","5","to repair","to fix, to prune, to trim, (coll.) to sort sb out, to fix sb","","","ㄒㄧㄡ　ㄌㄧˇ"
"需求","xūqiú","","5","requirement","to require, (economics) demand","","","ㄒㄩ　ㄑㄧㄡˊ"
"選","xuǎn","","5","to choose","to pick, to select, to elect","","","ㄒㄩㄢˇ"
"選舉","xuǎnjǔ","","5","to elect","election, CL:次[ci4],個|个[ge4]","","","ㄒㄩㄢˇ　ㄐㄩˇ"
"擇","zé","","5","to select","to choose, to pick over, to pick out, to differentiate, to eliminate, also pr. [zhai2]","選擇","xuǎnzé","ㄒㄩㄢˇ　ㄗㄜˊ"
"選擇","xuǎnzé","","5","to select","to pick, choice, option, alternative","","","ㄒㄩㄢˇ　ㄗㄜˊ"
"學會","xuéhuì","","5","to learn","to master, institute, learned society, (scholarly) association","","","ㄒㄩㄝˊ　ㄏㄨㄟˋ"
"學問","xuéwèn","","5","learning","knowledge, CL:個|个[ge4]","","","ㄒㄩㄝˊ　ㄨㄣˋ"
"尋","xún","","5","to search","to look for, to seek","尋找","xúnzhǎo","ㄒㄩㄣˊ　ㄓㄠˇ"
"尋找","xúnzhǎo","","5","to seek","to look for","","","ㄒㄩㄣˊ　ㄓㄠˇ"
"訓練","xùnliàn","","5","to train","to drill, training, CL:個|个[ge4]","","","ㄒㄩㄣˋ　ㄌㄧㄢˋ"
"呀","yā","","5","(particle equivalent to 啊 after a vowel, expressing surprise or doubt)","","","","ㄧㄚ"
"鴨","yā","","5","duck","(slang) male prostitute, CL:隻|只[zhi1]","","","ㄧㄚ"
"押","yā","","5","to mortgage","to pawn, to detain in custody, to escort and protect, (literary) to sign","押金","yājīn","ㄧㄚ　ㄐㄧㄣ"
"押金","yājīn","","5","deposit","down payment","","","ㄧㄚ　ㄐㄧㄣ"
"齒","chǐ","","5","tooth","CL:顆|颗[ke1]","牙齒","yáchǐ","ㄧㄚˊ　ㄔˇ"
"牙齒","yáchǐ","","5","tooth","dental, CL:顆|颗[ke1]","","","ㄧㄚˊ　ㄔˇ"
"煙","yān","","5","cigarette or pipe tobacco","smoke, mist, vapour, tobacco plant, (of the eyes) to be irritated by smoke, CL:根[gen1], CL:縷|缕[lu:3]","煙火","yānhuǒ","ㄧㄢ　ㄏㄨㄛˇ"
"煙火","yānhuǒ","","5","smoke and fire","fireworks","","","ㄧㄢ　ㄏㄨㄛˇ"
"研","yán","","5","to grind","study, research","研究","yánjiù","ㄧㄢˊ　ㄐㄧㄡˋ"
"研究","yánjiù","","5","research","a study, CL:項|项[xiang4]","","","ㄧㄢˊ　ㄐㄧㄡˋ"
"嚴","yán","","5","tight (closely sealed)","stern, strict, rigorous, severe, father, surname Yan","嚴重","yánzhòng","ㄧㄢˊ　ㄓㄨㄥˋ"
"嚴重","yánzhòng","","5","grave","serious, severe, critical","","","ㄧㄢˊ　ㄓㄨㄥˋ"
"演出","yǎnchū","","5","to act (in a play)","to perform, to put on (a performance), performance, concert, show, CL:場|场[chang3],次[ci4]","","","ㄧㄢˇ　ㄔㄨ"
"演講","yǎnjiǎng","","5","lecture","to make a speech","","","ㄧㄢˇ　ㄐㄧㄤˇ"
"演員","yǎnyuán","","5","actor or actress","performer, CL:個|个[ge4],位[wei4],名[ming2]","","","ㄧㄢˇ　ㄩㄢˊ"
"眼光","yǎnguāng","","5","gaze","insight, foresight, vision, way of looking at things","","","ㄧㄢˇ　ㄍㄨㄤ"
"眼淚","yǎnlèi","","5","tears","crying, CL:滴[di1]","","","ㄧㄢˇ　ㄌㄟˋ"
"陽光","yángguāng","","5","sunshine","transparent (open to public scrutiny), CL:線|线[xian4]","","","ㄧㄤˊ　ㄍㄨㄤ"
"樣樣","yàngyàng","","5","all kinds","","","","ㄧㄤˋ　ㄧㄤˋ"
"邀","yāo","","5","to invite","to request, to intercept, to solicit, to seek","邀請","yāoqǐng","ㄧㄠ　ㄑㄧㄥˇ"
"邀請","yāoqǐng","","5","to invite","invitation, CL:個|个[ge4]","","","ㄧㄠ　ㄑㄧㄥˇ"
"要求","yāoqiú","","5","to request","to require, requirement, to stake a claim, to ask, to demand, CL:點|点[dian3]","","","ㄧㄠ　ㄑㄧㄡˊ"
"咬","yǎo","","5","variant of 咬[yao3]","","","","ㄧㄠˇ"
"要不然","yàobùrán","","5","otherwise","or else, or","","","ㄧㄠˋ　ㄅㄨˋ　ㄖㄢˊ"
"要不是","yàobúshì","","5","if it were not for","but for","","","ㄧㄠˋㄅㄨˊㄕˋ"
"要緊","yàojǐn","","5","important","urgent","","","ㄧㄠˋ　ㄐㄧㄣˇ"
"野","yě","","5","field","plain, open space, limit, boundary, rude, feral, erroneous variant of 野[ye3]","野餐","yěcān","ㄧㄝˇ　ㄘㄢ"
"野餐","yěcān","","5","picnic","to have a picnic","","","ㄧㄝˇ　ㄘㄢ"
"也好","yěhǎo","","5","","","","","ㄧㄝˇ　ㄏㄠˇ"
"頁","yè","","5","page","leaf","","","ㄧㄝˋ"
"夜裡","yèli","","5","during the night","at night, nighttime","","","ㄧㄝˋ　˙ㄌㄧ"
"夜市","yèshì","","5","night market","","","","ㄧㄝˋ　ㄕˋ"
"一下子","yīxiàzi","","5","in a short while","all at once, all of a sudden","","","ㄧ　ㄒㄧㄚˋ　˙ㄗ/ㄧˊㄒㄧㄚˋㄗ˙ㄦ"
"衣櫃","yīguì","","5","wardrobe","armoire, CL:個|个[ge4]","","","ㄧ　ㄍㄨㄟˋ"
"依","yī","","5","to depend on","to comply with or listen to sb, according to, in the light of","依靠","yīkào","ㄧ　ㄎㄠˋ"
"依靠","yīkào","","5","to rely on sth (for support etc)","to depend on","","","ㄧ　ㄎㄠˋ"
"一塊","yīkuài","","5","one block","one piece, one (unit of money), together, in the same place, in company","","","""ㄧ　ㄎㄨㄞˋ/ㄧ　ㄎㄨㄞˋ ㄦ"""
"一切","yīqiè","","5","everything","every, all","","","ㄧ　ㄑㄧㄝˋ"
"一向","yīxiàng","","5","always (previously)","a period of time in the recent past","","","ㄧ　ㄒㄧㄤˋ"
"以來","yǐlái","","5","since (a previous event)","","","","ㄧˇ　ㄌㄞˊ"
"以免","yǐmiǎn","","5","in order to avoid","so as not to","","","ㄧˇ　ㄇㄧㄢˇ"
"以內","yǐnèi","","5","within","less than","","","ㄧˇ　ㄋㄟˋ"
"以上","yǐshàng","","5","that level or higher","that amount or more, the above-mentioned","","","ㄧˇ　ㄕㄤˋ"
"以外","yǐwài","","5","apart from","other than, except for, external, outside of, on the other side of, beyond","","","ㄧˇ　ㄨㄞˋ"
"以為","yǐwéi","","5","to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.)","","","","ㄧˇ　ㄨㄟˊ"
"以下","yǐxià","","5","that level or lower","that amount or less, the following","","","ㄧˇ　ㄒㄧㄚˋ"
"一般來說","yìbānláishuō","","5","generally speaking","","","","ㄧˋㄅㄢㄌㄞˊㄕㄨㄛ"
"一方面","yìfāngmiàn","","5","on the one hand","","","","ㄧ　ㄈㄤ　ㄇㄧㄢˋ"
"一連","yìlián","","5","in a row","in succession, running","","","ㄧ　ㄌㄧㄢˊ"
"一生","yìshēng","","5","all one's life","throughout one's life","","","ㄧ　ㄕㄥ"
"一時","yìshí","","5","a period of time","a while, for a short while, temporary, momentary, at the same time","","","ㄧ　ㄕˊ"
"一同","yìtóng","","5","along","together","","","ㄧ　ㄊㄨㄥˊ"
"意見","yìjiàn","","5","idea","opinion, suggestion, objection, complaint, CL:點|点[dian3],條|条[tiao2]","","","ㄧˋ　ㄐㄧㄢˋ"
"意外","yìwài","","5","unexpected","accident, mishap, CL:個|个[ge4]","","","ㄧˋ　ㄨㄞˋ"
"義","yì","","5","justice","righteousness, meaning, foster (father etc), adopted, artificial (tooth, limb etc), relationship, friendship, surname Yi, (Tw) abbr. for 義大利|义大利[Yi4 da4 li4], Italy","意義","yìyì","ㄧˋ　ㄧˋ"
"意義","yìyì","","5","sense","meaning, significance, importance, CL:個|个[ge4]","","","ㄧˋ　ㄧˋ"
"陰","yīn","","5","overcast (weather)","cloudy, shady, Yin (the negative principle of Yin and Yang), negative (electric.), feminine, moon, implicit, hidden, genitalia, surname Yin","","","ㄧㄣ"
"因此","yīncǐ","","5","thus","consequently, as a result","","","ㄧㄣ　ㄘˇ"
"音響","yīnxiǎng","","5","sound","acoustics, audio, hi-fi system, stereo sound system, abbr. for 組合音響|组合音响[zu3 he2 yin1 xiang3]","","","ㄧㄣ　ㄒㄧㄤˇ"
"引起","yǐnqǐ","","5","to give rise to","to lead to, to cause, to arouse","","","ㄧㄣˇ　ㄑㄧˇ"
"俊","jùn","","5","variant of 俊[jun4]","","英俊","yīngjùn","ㄧㄥ　ㄐㄩㄣˋ"
"英俊","yīngjùn","","5","handsome","","","","ㄧㄥ　ㄐㄩㄣˋ"
"營養","yíngyǎng","","5","nutrition","nourishment, CL:種|种[zhong3]","","","ㄧㄥˊ　ㄧㄤˇ"
"影片","yǐngpiàn","","5","film","movie, CL:部[bu4]","","","ㄧㄥˇ　ㄆㄧㄢˋ"
"擁","yōng","","5","to hold","to embrace, to wrap around, to gather around (sb), to throng, to swarm, to support, Taiwan pr. [yong3]","擁有","yǒngyǒu","ㄩㄥˇ　ㄧㄡˇ"
"擁有","yǒngyǒu","","5","to have","to possess","","","ㄩㄥˇ　ㄧㄡˇ"
"用法","yòngfǎ","","5","usage","","","","ㄩㄥˋ　ㄈㄚˇ"
"用功","yònggōng","","5","diligent","industrious (in one's studies), to study hard, to make great effort","","","ㄩㄥˋ　ㄍㄨㄥ"
"用品","yòngpǐn","","5","articles for use","products, goods","","","ㄩㄥˋ　ㄆㄧㄣˇ"
"優","yōu","","5","excellent","superior","優點","yōudiǎn","ㄧㄡ　ㄉㄧㄢˇ"
"優點","yōudiǎn","","5","merit","benefit, strong point, advantage, CL:個|个[ge4],項|项[xiang4]","","","ㄧㄡ　ㄉㄧㄢˇ"
"秀","xiù","","5","handsome","refined, elegant, graceful, superior, show (loanword), (literary) to grow, to bloom, (of crops) to produce ears, CL:場|场[chang2]","優秀","yōuxiù","ㄧㄡ　ㄒㄧㄡˋ"
"優秀","yōuxiù","","5","outstanding","excellent","","","ㄧㄡ　ㄒㄧㄡˋ"
"幽","yōu","","5","remote","hidden away, secluded, serene, peaceful, to imprison, in superstition indicates the underworld, ancient district spanning Liaonang and Hebei provinces","幽默","yōumò","ㄧㄡ　ㄇㄛˋ"
"默","mò","","5","silent","to write from memory","幽默","yōumò","ㄧㄡ　ㄇㄛˋ"
"幽默","yōumò","","5","(loanword) humor","humorous","","","ㄧㄡ　ㄇㄛˋ"
"郵票","yóupiào","","5","(postage) stamp","CL:枚[mei2],張|张[zhang1]","","","ㄧㄡˊ　ㄆㄧㄠˋ"
"尤","yóu","","5","outstanding","particularly, especially, a fault, to express discontentment against, surname You","尤其","yóuqí","ㄧㄡˊ　ㄑㄧˊ"
"尤其","yóuqí","","5","especially","particularly","","","ㄧㄡˊ　ㄑㄧˊ"
"遊客","yóukè","","5","traveler","tourist, (online gaming) guest player","","","ㄧㄡˊ　ㄎㄜˋ"
"游泳池","yóuyǒngchí","","5","swimming pool","CL:場|场[chang3]","","","ㄧㄡˊ　ㄩㄥˇ　ㄔˊ"
"由","yóu","","5","to follow","from, it is for...to, reason, cause, because of, due to, to, to leave it (to sb), by (introduces passive verb)","由於","yóuyú","ㄧㄡˊ　ㄩˊ"
"於","yú","","5","in","at, to, from, by, than, out of, Taiwan pr. [Yu2], (literary) Oh!, Ah!, surname Yu","由於","yóuyú","ㄧㄡˊ　ㄩˊ"
"由於","yóuyú","","5","due to","as a result of, thanks to, owing to, since, because","","","ㄧㄡˊ　ㄩˊ"
"有點兒","yǒudiǎnr","","5","slightly","a little, somewhat","","","ㄧㄡˇ(ㄧ)ㄉㄧㄢˇ/ㄧㄡˇ(ㄧ)ㄉㄧㄢˇㄦ"
"有的","yǒude","","5","(there are) some (who are...)","some (exist)","","","ㄧㄡˇ　˙ㄉㄜ"
"有名","yǒumíng","","5","famous","well-known","","","ㄧㄡˇ　ㄇㄧㄥˊ"
"有錢","yǒuqián","","5","well-off","wealthy","","","ㄧㄡˇ　ㄑㄧㄢˊ"
"有效","yǒuxiào","","5","effective","in effect, valid","","","ㄧㄡˇ　ㄒㄧㄠˋ"
"有意思","yǒuyìsi","","5","interesting","meaningful, enjoyable, fun","","","ㄧㄡˇ　ㄧˋ　˙ㄙ"
"誼","yì","","5","friendship","also pr. [yi2]","友誼","yǒuyì","ㄧㄡˇ　ㄧˋ"
"友誼","yǒuyì","","5","companionship","fellowship, friendship","","","ㄧㄡˇ　ㄧˋ"
"於是","yúshì","","5","thereupon","as a result, consequently, thus, hence","","","ㄩˊ　ㄕˋ"
"與","yǔ","","5","and","to give, together with, to take part in, variant of 歟|欤[yu2]","","","ㄩˇ"
"玉","yù","","5","jade","","","","ㄩˋ"
"玉米","yùmi","","5","corn","maize, CL:粒[li4]","","","ㄩˋ　˙ㄇㄧ"
"預","yù","","5","to advance","in advance, beforehand, to prepare","預備","yùbèi","ㄩˋ　ㄅㄟˋ"
"預備","yùbèi","","5","to prepare","to make ready, preparation, preparatory","","","ㄩˋ　ㄅㄟˋ"
